Date,Adj Close,AvgRange,Close,FrogBox,High,Low,Open,Volume
2010-05-11,33.378706,7.585002799999994,256.51999700000005,10.466984551508382,259.890007,250.499992,251.839996,212226700
2010-05-12,34.103483000000004,7.625003733333327,262.090004,10.452049739254116,263.130001,258.699993,259.240005,163594900
2010-05-13,33.618132,7.840003766666661,258.360012,10.401762596432011,265.000004,256.399994,263.21999,149928100
2010-05-14,33.02737800000001,7.873336999999994,253.819988,10.397197829980486,256.479996,249.499996,255.159992,189840700
2010-05-17,33.079428,8.031003299999998,254.219997,10.368180376127473,256.17998900000003,247.709995,254.700008,190708700
2010-05-18,32.837404,8.199337366666661,252.360008,10.328632769571946,258.550003,250.259987,256.980007,195669600
2010-05-19,32.314315,8.359669433333329,248.339996,10.28656253804736,252.919994,244.85001,249.499996,256431700
2010-05-20,30.937631,8.497669033333327,237.75999500000003,10.246812682407091,243.849987,236.209999,241.880009,320728800
2010-05-21,31.530984000000004,8.888335733333326,242.319992,10.191327285339868,244.499989,231.349995,232.819988,305972800
2010-05-24,32.108722,9.001002333333327,246.759987,10.122537966040165,250.900002,246.260002,247.27999900000003,188559700
2010-05-25,31.908337,9.26466836666666,245.220005,10.028115445972745,246.759987,237.160007,239.349991,262001600
2010-05-26,31.763901,9.486000566666661,244.109993,9.929097748954726,252.12999,243.750011,250.080009,212663500
2010-05-27,32.966221000000004,9.528000599999997,253.349991,9.905628551026867,253.890003,249.110001,250.599995,166570600
2010-05-28,33.425551,9.510001066666662,256.880005,9.911640060859352,259.400009,253.349991,259.389996,203903700
2010-06-01,33.93953,9.538667533333324,260.830002,9.90273706162873,265.939999,258.95999900000004,259.690002,219118200
2010-06-02,34.345507,9.478001266666661,263.949993,9.928865728975929,264.799999,260.32999,264.53999300000004,172137000
2010-06-03,34.237506,9.498668399999987,263.11998700000004,9.918829888912533,265.550003,260.409992,265.180008,162526700
2010-06-04,33.30584,9.389335233333323,255.960011,9.92491698283328,261.900013,254.629993,258.209995,189576100
2010-06-07,32.652631,9.503334266666661,250.940002,9.894495400779586,259.14999,250.550007,258.289997,221735500
2010-06-08,32.443136,9.632667866666656,249.330006,9.848983592158763,253.799988,245.650002,253.240002,250192600
2010-06-09,31.645493,9.702334799999994,243.200012,9.839447904763636,251.899998,242.490009,251.470001,213657500
2010-06-10,32.596678999999995,9.742001899999991,250.510006,9.833035161719916,250.980003,242.199989,244.839996,194089000
2010-06-11,32.987041,9.69200166666666,253.50999500000003,9.846056199425187,253.859989,247.369987,248.230007,136439800
2010-06-14,33.087235,9.54433383333333,254.27999900000003,9.881106438781892,259.14999,254.010006,255.960011,150740100
2010-06-15,33.791191999999995,9.522667999999994,259.690002,9.89212066433975,259.850006,255.5,255.640003,146268500
2010-06-16,34.774907,9.542000899999998,267.249989,9.886655686460996,267.75,260.629997,261.09999500000004,195919500
2010-06-17,35.376067,9.341666999999996,271.86998700000004,9.950109388442977,272.899998,269.5,270.599998,218213800
2010-06-18,35.662337,7.494333633333326,274.070011,3.40386682502556,274.999992,271.41999100000004,272.249996,196155400
2010-06-21,35.154862,7.124999866666663,270.170002,2.2546024359692365,279.009991,268.729996,277.68998700000003,194122600
2010-06-22,35.633709,7.069999933333326,273.850006,2.2996397637239245,275.970001,271.499992,272.160007,179315500
2010-06-23,35.258958,6.982333466666661,270.969994,2.2578980383222342,274.660011,267.89999,274.580009,192114300
2010-06-24,35.002619,7.0046668666666605,268.999989,2.234979101306477,273.200005,268.09999500000004,271.000008,178569300
2010-06-25,34.703340000000004,6.866666366666663,266.699989,2.260742378610724,270.27000400000003,265.810009,270.060013,137485600
2010-06-28,34.911535,6.8083329999999975,268.299999,2.2802108120750493,269.749992,264.519993,266.930008,146237000
2010-06-29,33.333165,6.8623333333333285,256.170002,2.339335635653637,264.390003,254.299999,264.12001000000004,283336200
2010-06-30,32.729402,6.851332633333326,251.530003,2.333158272020888,257.96999,250.00999500000003,256.709988,184863000
2010-07-01,32.332532,6.968333099999994,248.48,2.4797781454376335,254.800011,243.220013,254.299999,255724000
2010-07-02,32.132144,6.971332733333327,246.939991,2.480672886042332,250.929989,243.200012,250.490005,173460700
2010-07-06,32.352049,6.754332666666661,248.62999,2.1891555750718843,252.799992,246.16,251.000004,153808900
2010-07-07,33.658468,6.900333299999996,258.670006,2.189340226642758,258.770008,249.749989,250.490005,163639000
2010-07-08,33.582996,6.8473342999999955,258.089993,2.140432855559188,262.900009,254.889999,262.48,184536100
2010-07-09,33.782081,6.726001733333327,259.61998700000004,2.1536843600558653,259.899994,255.159992,256.889992,108330600
2010-07-12,33.4789,6.7996678666666615,257.290001,2.1223954026835323,261.849998,254.860012,258.530003,140719600
2010-07-13,32.764534000000005,6.930333966666661,251.799995,2.194107575064247,256.399994,246.429993,256.319992,297731000
2010-07-14,32.885548,6.924333833333327,252.730003,2.1942131941522454,255.800007,249.000011,249.379993,203011900
2010-07-15,32.718992,7.097666699999992,251.450001,2.1990294965560278,256.969994,247.299999,248.230007,206216500
2010-07-16,32.517305,7.144999333333326,249.900005,2.170536721512659,254.970001,248.410011,253.18,259964600
2010-07-19,31.955182,7.245331833333324,245.580013,2.2448118688537257,249.880005,239.60001,249.880005,256119500
2010-07-20,32.776247,7.38833199999999,251.890011,2.4603743862601544,252.899994,240.010006,242.900005,268737700
2010-07-21,33.08203,7.488332533333324,254.239998,2.5516719513343125,265.149994,253.999992,265.089993,296417800
2010-07-22,33.70401,7.330999133333324,259.02,2.5745118241967613,259.999996,255.310009,257.679996,161329700
2010-07-23,33.823721,7.174999133333325,259.939995,2.6249779224223584,260.380005,256.279991,257.089996,133347200
2010-07-26,33.737842,7.038331966666656,259.280006,2.76487541848834,260.099998,257.710011,259.999996,105137900
2010-07-27,34.362425,7.016999033333324,264.080009,2.7824407418101096,264.799999,260.300003,260.870003,146192900
2010-07-28,33.956444,7.063332966666655,260.959991,2.7478563831079317,265.990013,260.249989,263.669987,129996300
2010-07-29,33.585599,7.044332966666657,258.10999300000003,2.7494212088429237,262.64999,256.099987,260.70999900000004,160951700
2010-07-30,33.473695,7.090998899999991,257.25,2.696810517744879,259.699989,254.900013,255.889996,112052500
2010-08-02,34.072253,7.070665599999988,261.849998,2.7263334478259496,262.589989,259.61998700000004,260.440006,107013900
2010-08-03,34.082663000000004,6.855998466666657,261.93,2.718449078859863,263.259991,259.42001,261.01000600000003,104413400
2010-08-04,34.219292,6.839331399999992,262.980011,2.735064277335124,264.279987,260.30999,262.840008,105093800
2010-08-05,34.052736,6.701663833333327,261.700008,2.8410803061488545,263.17998900000003,260.549995,261.729996,72274300
2010-08-06,33.843241,6.660329533333327,260.090012,2.8740155283958524,261.48999,257.630009,259.779991,111224400
2010-08-09,34.059241,6.597663199999992,261.749996,2.943307760544096,262.150005,259.57,261.48000299999995,75782000
2010-08-10,33.754757,6.519996099999991,259.409996,3.010613997313962,260.449993,257.550007,259.850006,112980000
2010-08-11,32.555039,6.37966266666666,250.18999900000003,2.935654398822717,255.689991,249.80999,255.399998,155013600
2010-08-12,32.763234000000004,6.346996133333327,251.790009,2.9228875430360763,253.099998,246.11999900000004,246.68999900000003,133730100
2010-08-13,32.413205,6.0539960999999956,249.099987,2.8189466105439887,251.87999700000003,249.09,251.650005,88717300
2010-08-16,32.223231,5.909329699999996,247.640007,2.8412450642881737,250.00999500000003,246.62001,247.580006,79607500
2010-08-17,32.786657,5.868996766666663,251.970013,2.8391026709496905,254.629993,249.199989,250.080009,105660100
2010-08-18,32.929790000000004,5.671329599999996,253.070011,2.818512114992956,254.669994,251.57999,252.360008,84924000
2010-08-19,32.514702,5.564329366666661,249.880005,2.787426314232649,253.480007,248.680004,252.839993,106676500
2010-08-20,32.483473,5.570328633333329,249.639999,2.7857841651170725,253.919991,249.000011,249.390007,96057500
2010-08-23,31.983806,5.5623293666666624,245.799992,2.7819089560035235,252.0,245.249992,251.790009,103510400
2010-08-24,31.219996,5.374996199999997,239.930004,2.6614803568260714,243.000008,238.650002,242.669987,150641400
2010-08-25,31.605153,5.374662399999997,242.889992,2.6612960936542924,243.98999,237.200008,238.040001,149216900
2010-08-26,31.265537,5.234662733333331,240.27999900000003,2.5350210562387243,245.750004,240.27999900000003,245.449997,116626300
2010-08-27,31.4399,5.250996866666665,241.620003,2.5454125378799897,242.610012,235.559998,241.749992,137097800
2010-08-30,31.554406,5.077330233333331,242.499996,2.3615582286699732,245.750004,240.680008,240.76001,95822300
2010-08-31,31.632481,4.787997399999998,243.10001,1.8470385546808752,244.55999,240.349987,241.849995,105196700
2010-09-01,32.573257,4.588996833333331,250.330002,1.4071921937450576,251.459988,246.280003,247.46999,174259400
2010-09-02,32.812678000000005,4.552664033333332,252.169991,1.4185205242265444,252.169991,248.569988,251.26001,103856900
2010-09-03,33.671481,4.558663266666667,258.770008,1.416919833937022,258.77999500000004,254.500004,255.090004,130197200
2010-09-07,33.546565,4.5883302000000015,257.810013,1.3787503667038508,259.52999900000003,256.250004,256.63999900000005,85639400
2010-09-08,34.21148400000001,4.6146637,262.92001,1.3845372689085984,264.390003,259.100002,259.779991,131637800
2010-09-09,34.231001,4.543329633333337,263.07,1.3796776998635725,266.520012,262.92001,265.040005,109643800
2010-09-10,34.275243,4.428329200000003,263.410007,1.3501155048439393,264.499992,261.40000200000003,263.190002,96885600
2010-09-13,34.747582,4.352330133333337,267.039997,1.3919950009467152,268.27999900000003,265.759995,265.819996,97195000
2010-09-14,34.880306,4.374997300000004,268.059994,1.3741310866151952,269.170006,265.519989,266.209991,102037600
2010-09-15,35.161367,4.331664733333337,270.21999,1.4115713631248104,270.379993,267.839989,268.17001,107342200
2010-09-16,35.987637,4.438331200000004,276.569988,1.5013492561119377,276.66999100000004,269.5,270.23999,163025800
2010-09-17,35.831491,4.4933320000000005,275.36998700000004,1.4625398913083556,277.960007,273.67998900000003,277.68998700000003,158619300
2010-09-20,36.854247,4.628999566666669,283.230007,1.5853760878383258,283.780006,275.849998,276.07999,164669400
2010-09-21,36.92451,4.694999333333337,283.769993,1.5376292349696619,287.3499950000001,282.789997,283.860008,167018600
2010-09-22,37.442395,4.784000066666668,287.750004,1.507118049590577,287.979996,282.409988,282.709995,146322400
2010-09-23,37.594635,4.813333166666668,288.9199910000001,1.5374436990273008,292.759998,286.000004,286.329998,196529200
2010-09-24,38.037047,4.680000366666668,292.319988,1.5163652810643633,293.530003,290.549988,292.10001,162372000
2010-09-27,37.886106,4.711000633333333,291.159988,1.4855881708174914,294.7300029999999,291.009998,293.98,120708700
2010-09-28,37.326586,5.157001033333332,286.859997,2.6373250198447673,291.769989,274.999992,291.769989,258760600
2010-09-29,37.392947,5.103000699999999,287.369995,2.6481055739757005,289.809998,286.000004,287.229992,117411000
2010-09-30,36.921908,5.291667233333332,283.749992,2.7008429536791003,289.999989,281.249989,288.999992,168347900
2010-10-01,36.76186,5.306000433333334,282.5200040000001,2.6992842805320745,286.57999,281.349991,286.149994,112035700
2010-10-04,36.256989,5.3130019,278.639996,2.698520785738202,282.900013,277.769989,281.60001,108825500
2010-10-05,37.597237,5.342335000000001,288.939991,2.7193819269628166,289.449989,281.819988,281.999992,125491800
2010-10-06,37.62977,5.421668366666665,289.1900100000001,2.7241462257540494,291.989994,285.259987,289.589993,167717200
2010-10-07,37.633672,5.314335266666666,289.2199970000001,2.7317988867166014,290.48,286.910011,290.339996,102099900
2010-10-08,38.26475900000001,5.2820025,294.069988,2.7356304219717296,294.500011,289.999989,291.709988,164600800
2010-10-11,38.432617,5.135002266666665,295.360004,2.7557622630482657,297.239994,294.599987,294.73999,106938300
2010-10-12,38.84640200000001,5.199668633333333,298.539997,2.7768652235866136,299.499992,292.490005,295.409992,139636000
2010-10-13,39.054597,5.131335066666666,300.140007,2.8268327652071368,301.959995,299.799999,300.200008,157523100
2010-10-14,39.336958,5.027668266666666,302.30999,2.8814845236070794,302.469994,300.400013,301.690002,108824100
2010-10-15,40.954366,5.244001633333332,314.739994,3.011304276539021,315.0,304.909996,307.4399870000001,230548500
2010-10-18,41.378561,5.258335733333329,317.999989,3.007578429222745,319.000011,314.289997,318.470013,273252700
2010-10-19,40.27123,5.60733616666666,309.489994,3.3572409597001185,313.770012,300.0200040000001,303.4000020000001,308196000
2010-10-20,40.406555,5.677003099999994,310.529991,3.372081122992301,314.249996,306.8699870000001,308.999996,180406100
2010-10-21,40.275135,5.821669533333325,309.520008,3.37299799811452,314.739994,306.799999,312.3599930000001,137865000
2010-10-22,40.008386,5.843003366666662,307.470001,3.3571769910975204,310.0399930000001,306.299988,309.070011,93194500
2010-10-25,40.186651,5.864336299999992,308.839993,3.3373076879556103,311.600002,308.4400100000001,309.090012,98115500
2010-10-26,40.083854,5.879002399999992,308.049988,3.328195441599412,309.740013,305.650013,306.8699870000001,98232400
2010-10-27,40.05523,5.937668666666659,307.830009,3.2825073134870197,309.89999,305.599998,307.650005,99750700
2010-10-28,39.718214,5.9353356999999916,305.23999,3.2816260203847376,308.0,300.899998,307.950012,137762800
2010-10-29,39.163898,5.959668266666659,300.98,3.2716200105075246,305.880005,300.8700100000001,304.230007,107627800
2010-11-01,39.580285,5.808667899999992,304.179993,3.2820676426033164,305.599998,302.200001,302.220001,105972300
2010-11-02,40.25431500000001,5.763001499999992,309.360004,3.3094573121782034,310.1900100000001,307.000004,307.000004,108482500
2010-11-03,40.701932,5.722334766666656,312.800003,3.3193914046919524,312.880005,308.5299990000001,311.3700100000001,127087100
2010-11-04,41.413696,5.668669133333325,318.270008,3.315048350441642,320.1800120000001,315.029987,315.449997,160622000
2010-11-05,41.265358,5.663335666666657,317.130009,3.3196487150212515,319.570011,316.75,317.990002,90313300
2010-11-08,41.459238,5.639668899999991,318.620003,3.336469340456863,319.769989,316.759987,317.199997,70439600
2010-11-09,41.128729,5.3073363999999925,316.079998,2.606210560742149,321.300011,314.499989,321.049992,95886000
2010-11-10,41.382466,5.354336133333324,318.030003,2.5909457579752857,318.769993,313.550007,316.640011,96056800
2010-11-11,41.202898,5.2010028666666575,316.649998,2.5181517071856607,318.399998,314.249996,315.0,90321000
2010-11-12,40.081252,5.455670066666656,308.029987,2.8813239140609728,316.500008,303.629993,315.999996,198961700
2010-11-15,39.952434,5.427002766666657,307.040005,2.8889438429351184,310.540005,306.27,308.460011,100901500
2010-11-16,39.243272,5.448669499999988,301.59,2.90840769919093,307.599991,299.319988,305.720001,164412500
2010-11-17,39.101439,5.432002466666657,300.499989,2.9022377609258405,303.990002,297.7600060000001,301.200005,119862400
2010-11-18,40.133301,5.479003066666656,308.429996,2.8823928676876336,309.669998,304.689991,305.199989,123622800
2010-11-19,39.912097,5.434336299999992,306.730011,2.9083524204135065,308.400009,305.23999,307.970013,96210800
2010-11-22,40.774798,5.59600266666666,313.3599890000001,2.8823499069880123,313.3599890000001,305.869991,306.679996,98268800
2010-11-23,40.172339,5.535336366666659,308.7300029999999,2.870692363313893,311.749992,306.559994,310.449989,129861900
2010-11-24,40.962174,5.585003733333327,314.799995,2.8227698905996523,315.400009,311.749992,312.000011,103431300
2010-11-26,40.988199,5.674671099999995,315.0,2.7490242892757166,317.700008,312.940006,313.739998,59396400
2010-11-29,41.231526,5.541671166666659,316.870003,2.621607676263997,317.4800029999999,311.379997,315.500011,111446300
2010-11-30,40.487232,5.50100446666666,311.150005,2.6443173398066304,314.360012,310.869999,313.5399930000001,125464500
2010-12-01,41.170369,5.134337399999994,316.400005,2.1835486600379026,317.749996,315.0,315.269993,115437700
2010-12-02,41.398081,5.025337099999996,318.150005,2.1489247670905165,319.000011,314.890011,317.529991,115709300
2010-12-03,41.305695,4.83767013333333,317.440002,2.13137308984008,318.64999,316.340004,317.0100060000001,85523200
2010-12-06,41.658323,4.843336499999994,320.149998,2.1285783949186814,322.329994,318.419998,318.640003,112120400
2010-12-07,41.405889,4.9336705666666605,318.210007,2.112117291931724,323.990005,318.119991,323.799988,97863500
2010-12-08,41.770226,4.927670433333329,321.009991,2.114850559135634,321.0200040000001,317.110008,319.630013,80483900
2010-12-09,41.607576,4.9003373333333275,319.760002,2.1284975529083017,322.500011,319.020012,322.12999,73537800
2010-12-10,41.711672,4.745336933333324,320.559994,2.132098503559584,321.049992,318.600002,319.650013,65627800
2010-12-13,41.856108,4.713669966666659,321.670006,2.135085033788993,325.05999,321.000004,324.3699870000001,109953900
2010-12-14,41.67654,4.718336766666661,320.290001,2.1322657833384406,322.540012,319.000011,321.730007,87752000
2010-12-15,41.685647,4.7390030333333275,320.3599890000001,2.119910884310769,322.999996,319.190002,320.000008,104328000
2010-12-16,41.801456,4.677669199999993,321.249996,2.1578322722889625,322.6100009999999,320.10001,321.089993,80507700
2010-12-17,41.71818,4.558001999999991,320.610008,2.229102504587703,321.790009,320.23,321.630005,96732300
2010-12-20,41.926372,4.63133436666666,322.209991,2.206022517056955,323.249989,318.230007,321.599991,96402600
2010-12-21,42.185314,4.6090009666666605,324.199997,2.2263009071110935,324.389988,322.049988,322.999996,64088500
2010-12-22,42.31023,4.454667233333328,325.159992,2.2296558638957893,325.720005,323.549995,324.3600009999999,66480400
2010-12-23,42.107243,4.346668299999993,323.60001,2.2694208268899376,325.150005,323.169987,324.999989,55789300
2010-12-27,42.247773,4.339001899999993,324.680008,2.270496317129552,325.439999,321.519989,322.850006,62454000
2010-12-28,42.35057000000001,3.963335066666664,325.470013,1.660801398606233,326.66,325.05999,325.909996,43981000
2010-12-29,42.327147,3.8660021333333305,325.290009,1.7264748932632044,326.450008,325.099991,326.21999,40784800
2010-12-30,42.11505,3.672001233333331,323.660011,1.5290876986603206,325.509987,323.050011,325.48,39373600
2010-12-31,41.971917,3.536668333333332,322.560013,1.4735408930784963,323.480007,321.309998,322.950008,48377000
2011-01-03,42.884065,3.551334433333331,329.57,1.490493800406166,330.260002,324.840012,325.640003,111284600
2011-01-04,43.107876,3.5910006666666634,331.290012,1.4955465787078581,332.5,328.149994,332.439999,77270200
2011-01-05,43.460504,3.5026666666666633,334.000008,1.3259584017324135,334.339989,329.500011,329.549999,63879900
2011-01-06,43.425368,3.4079996333333313,333.729988,1.302511271777461,335.249996,332.900009,334.7199970000001,75107200
2011-01-07,43.73636,3.434665133333332,336.120003,1.3157580240811158,336.3499950000001,331.900013,333.989994,77982800
2011-01-10,44.56002700000001,3.477998566666664,342.450001,1.3807158834323785,343.229992,337.169987,338.829998,112140000
2011-01-11,44.454628,3.457664299999999,341.639996,1.3447938947299611,344.959991,339.470013,344.87999,111027000
2011-01-12,44.816367,3.422330166666668,344.420006,1.3577778881671303,344.429993,342.000004,343.249992,75647600
2011-01-13,44.98032,3.423663533333333,345.680008,1.357114353429815,346.640003,343.850006,345.159996,74195100
2011-01-14,45.344657,3.4213297333333323,348.479992,1.3559530802461277,348.479992,344.440006,345.8899990000001,77210000
2011-01-18,44.325811,3.969662733333335,340.650013,3.098044800285359,344.759987,326.000011,329.520012,470249500
2011-01-19,44.090291,4.22999626666667,338.840012,3.405723165520436,348.5999950000001,336.879993,348.350002,283903200
2011-01-20,43.288743,4.306995800000005,332.680004,3.4695948367675973,338.299999,330.119999,336.429996,191197300
2011-01-21,42.51322,4.451662200000004,326.720001,3.5421904835840015,334.880001,326.630013,333.769989,188600300
2011-01-24,43.90942,4.69332863333334,337.449993,3.716633186241749,337.449993,326.720001,326.869991,143670800
2011-01-25,44.423399,4.840661766666676,341.39999,3.7122423458123537,341.439991,334.570007,336.329994,136717000
2011-01-26,44.742198,4.841996033333342,343.850006,3.7119592597757416,345.600006,341.499992,342.9599990000001,126718900
2011-01-27,44.658918,4.785995666666677,343.209991,3.744806484226401,344.689999,342.830009,343.779991,71256500
2011-01-28,43.733758,5.021329033333342,336.100002,3.8999766018550224,344.400005,333.53001,344.169987,148014300
2011-01-31,44.152747,5.128996800000009,339.319996,3.8727457988533778,340.040012,334.299988,335.799995,94311700
2011-02-01,44.895741,5.232662733333344,345.030006,3.8151117756549415,345.649994,340.980007,341.299988,106658300
2011-02-02,44.803354,5.121997066666674,344.320004,3.8692609976829155,345.250011,343.549999,344.449993,64738800
2011-02-03,44.688849,5.233664066666675,343.4400100000001,3.834387442983324,344.240002,338.549992,343.799992,98449400
2011-02-04,45.087018,5.267663966666676,346.5,3.8107342174001713,346.700005,343.509998,343.639988,80460100
2011-02-07,45.787069,5.388663666666675,351.87999,3.7600372306116023,353.250008,347.6399990000001,347.889992,121255400
2011-02-08,46.219075,5.370329466666675,355.200012,3.768776253453645,355.519993,352.150009,353.680004,95260200
2011-02-09,46.604232,5.4546625000000075,358.16,3.7093372538372864,358.999992,354.869991,355.189999,120686300
2011-02-10,46.133193,5.809661300000006,354.539997,3.8111843492007,359.999989,348.000008,357.389996,232137500
2011-02-11,46.433775,5.869661800000006,356.85001,3.770583704898959,357.799992,353.540001,354.749989,91893200
2011-02-14,46.736956,5.889661366666673,359.179996,3.7518282464960975,359.4800029999999,356.710007,356.790009,77604100
2011-02-15,46.830645,5.789661766666671,359.900013,3.8043903307526343,359.970001,357.549999,359.1900100000001,71043700
2011-02-16,47.250934,5.791328033333337,363.129993,3.8037489327335536,364.899994,360.5,360.800007,120289400
2011-02-17,46.62245,5.75499606666667,358.300003,3.818326712798588,360.270008,356.519989,357.249992,132645800
2011-02-18,45.615312,6.009330333333336,350.560013,3.837766359851303,359.500004,349.519989,358.7099990000001,204014300
